date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:24:37	37863/37863	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9ef-93e7%22	https://htmldemo.net/autima/autima/wishlist.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/wishlist.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:37	756/756	---MC-	200	added ('OK')	image/png	date:Sun,%2021%20Jan%202024%2015:19:37%20GMT	https://htmldemo.net/autima/autima/assets/img/logo/language.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/logo/language.png	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:37	631/631	---MC-	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202024%2016:03:25%20GMT	https://htmldemo.net/autima/autima/assets/img/logo/language2.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/logo/language2.png	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:37	229006/229006	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9de-37e8e%22	https://htmldemo.net/autima/autima/index.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/index.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:38	660/660	---MC-	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202024%2016:03:25%20GMT	https://htmldemo.net/autima/autima/assets/img/logo/logo.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/logo/logo.png	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:38	1904/1904	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jan%202024%2009:47:04%20GMT	https://htmldemo.net/autima/autima/assets/img/s-product/product.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/s-product/product.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:38	1401/1401	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:37%20GMT	https://htmldemo.net/autima/autima/assets/img/s-product/product2.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/s-product/product2.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:38	28740/28740	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:45%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner2.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/bg/banner2.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:39	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Jan%202024%2014:24:40%20GMT	https://htmldemo.net/autima/autima/shop-left-sidebar.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/shop-left-sidebar.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:39	277283/277283	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9d7-43b23%22	https://htmldemo.net/autima/autima/index-3.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/index-3.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:40	220300/220300	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9da-35c8c%22	https://htmldemo.net/autima/autima/index-5.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/index-5.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:40	128222/128222	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9d8-1f4de%22	https://htmldemo.net/autima/autima/index-4.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/index-4.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:40	278154/278154	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9db-43e8a%22	https://htmldemo.net/autima/autima/index-6.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/index-6.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:40	130512/130512	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9ed-1fdd0%22	https://htmldemo.net/autima/autima/shop.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/shop.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:41	214776/214776	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9de-346f8%22	https://htmldemo.net/autima/autima/index-7.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/index-7.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:41	123065/123065	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9e8-1e0b9%22	https://htmldemo.net/autima/autima/shop-fullwidth.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/shop-fullwidth.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:41	122871/122871	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9e7-1dff7%22	https://htmldemo.net/autima/autima/shop-fullwidth-list.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/shop-fullwidth-list.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:41	130528/130528	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9ec-1fde0%22	https://htmldemo.net/autima/autima/shop-right-sidebar.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/shop-right-sidebar.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:41	130331/130331	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9ea-1fd1b%22	https://htmldemo.net/autima/autima/shop-right-sidebar-list.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/shop-right-sidebar-list.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:42	130322/130322	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9ea-1fd12%22	https://htmldemo.net/autima/autima/shop-list.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/shop-list.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:42	33989/33989	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9c8-84c5%22	https://htmldemo.net/autima/autima/404.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/404.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:42	78685/78685	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9e2-1335d%22	https://htmldemo.net/autima/autima/product-details.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/product-details.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:42	110902/110902	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9e5-1b136%22	https://htmldemo.net/autima/autima/product-sidebar.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/product-sidebar.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:42	79451/79451	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9e4-1365b%22	https://htmldemo.net/autima/autima/product-grouped.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/product-grouped.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:43	100767/100767	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9ee-1899f%22	https://htmldemo.net/autima/autima/variable-product.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/variable-product.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:43	31395/31395	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:42%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner1.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/bg/banner1.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:43	43765/43765	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9ce-aaf5%22	https://htmldemo.net/autima/autima/blog.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/blog.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:43	52647/52647	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9ca-cda7%22	https://htmldemo.net/autima/autima/blog-details.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/blog-details.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:44	53038/53038	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9cc-cf2e%22	https://htmldemo.net/autima/autima/blog-fullwidth.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/blog-fullwidth.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:44	50224/50224	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9cc-c430%22	https://htmldemo.net/autima/autima/blog-sidebar.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/blog-sidebar.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:44	43044/43044	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9ca-a824%22	https://htmldemo.net/autima/autima/about.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/about.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:44	46586/46586	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9e6-b5fa%22	https://htmldemo.net/autima/autima/services.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/services.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:44	42828/42828	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9d4-a74c%22	https://htmldemo.net/autima/autima/faq.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/faq.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:45	35902/35902	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9e0-8c3e%22	https://htmldemo.net/autima/autima/login.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/login.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:45	40811/40811	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9d3-9f6b%22	https://htmldemo.net/autima/autima/compare.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/compare.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:45	38594/38594	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9e2-96c2%22	https://htmldemo.net/autima/autima/privacy-policy.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/privacy-policy.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:45	4869/4869	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9d0-1305%22	https://htmldemo.net/autima/autima/coming-soon.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/coming-soon.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:45	36719/36719	---MCZ	200	added ('OK')	text/html	etag:W/%2263bba9d2-8f6f%22	https://htmldemo.net/autima/autima/contact.html	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/contact.html	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:46	40957/40957	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:20:07%20GMT	https://htmldemo.net/autima/autima/assets/img/slider/slider4.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/slider/slider4.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:46	64710/64710	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202024%2016:04:00%20GMT	https://htmldemo.net/autima/autima/assets/img/slider/slider5.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/slider/slider5.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:46	43078/43078	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202024%2016:04:00%20GMT	https://htmldemo.net/autima/autima/assets/img/slider/slider6.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/slider/slider6.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:46	894/894	---MC-	200	added ('OK')	image/png	date:Sun,%2021%20Jan%202024%2015:19:47%20GMT	https://htmldemo.net/autima/autima/assets/img/about/shipping1.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/about/shipping1.png	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:47	879/879	---MC-	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202024%2016:03:37%20GMT	https://htmldemo.net/autima/autima/assets/img/about/shipping2.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/about/shipping2.png	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:47	821/821	---MC-	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202024%2016:03:37%20GMT	https://htmldemo.net/autima/autima/assets/img/about/shipping3.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/about/shipping3.png	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:47	707/707	---MC-	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202024%2016:03:37%20GMT	https://htmldemo.net/autima/autima/assets/img/about/shipping4.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/about/shipping4.png	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:47	27680/27680	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:49%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product6.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product6.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:47	31376/31376	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202024%2016:03:39%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product7.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product7.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:48	22849/22849	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:50%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product8.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product8.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:48	24273/24273	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:50%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product9.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product9.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:48	27744/27744	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:50%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product10.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product10.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:48	24546/24546	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202024%2016:03:41%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product11.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product11.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:48	22875/22875	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:50%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product12.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product12.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:49	9736/9736	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:51%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product14.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product14.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:49	16883/16883	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2014:24:50%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product13.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product13.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:49	22744/22744	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202024%2016:03:42%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product15.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product15.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:50	10637/10637	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2014:24:50%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product16.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product16.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:50	19844/19844	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202024%2016:03:43%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product17.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product17.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:50	34989/34989	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:52%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product18.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product18.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:50	24283/24283	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202024%2016:03:38%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product2.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product2.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:51	24250/24250	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2014:24:51%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product1.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product1.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:51	22744/22744	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:48%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product4.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product4.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:51	26928/26928	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Jan%202024%2014:24:51%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product3.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product3.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:52	18319/18319	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jan%202024%2009:47:17%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product5.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product5.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:52	23086/23086	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:19:54%20GMT	https://htmldemo.net/autima/autima/assets/img/product/product19.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/product/product19.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:53	8138/8138	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202024%2016:03:45%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner3.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/bg/banner3.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:53	4255/4255	---M--	200	added ('OK')	image/jpeg	date:Tue,%2016%20Jan%202024%2016:03:46%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner4.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/bg/banner4.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:54	31995/31995	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Jan%202024%2015:20:08%20GMT	https://htmldemo.net/autima/autima/assets/img/bg/banner5.jpg	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/bg/banner5.jpg	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:55	3075/3075	---MC-	200	added ('OK')	image/png	date:Sun,%2021%20Jan%202024%2015:19:55%20GMT	https://htmldemo.net/autima/autima/assets/img/brand/brand.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/brand/brand.png	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:55	3061/3061	---MC-	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202024%2016:03:46%20GMT	https://htmldemo.net/autima/autima/assets/img/brand/brand1.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/brand/brand1.png	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:55	3057/3057	---MC-	200	added ('OK')	image/png	date:Tue,%2023%20Jan%202024%2014:24:56%20GMT	https://htmldemo.net/autima/autima/assets/img/brand/brand2.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/brand/brand2.png	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:56	2719/2719	---MC-	200	added ('OK')	image/png	date:Tue,%2016%20Jan%202024%2016:03:47%20GMT	https://htmldemo.net/autima/autima/assets/img/brand/brand3.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/brand/brand3.png	(from https://htmldemo.net/autima/autima/index-2.html)
21:24:56	2914/2914	---MC-	200	added ('OK')	image/png	date:Sun,%2021%20Jan%202024%2015:19:55%20GMT	https://htmldemo.net/autima/autima/assets/img/brand/brand4.png	C:/My%20Web%20Sites/layout-viet/htmldemo.net/autima/autima/assets/img/brand/brand4.png	(from https://htmldemo.net/autima/autima/index-2.html)
